url,file_path,include,found_links_count,definite_links,probable_links,timestamp,contains_policy,policy_title,policy_content_path,extraction_reasoning
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/critguidelines/,20250330090734247335.md,True,262,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines""]",[],20250330090734247335,True,Critical Result Guidelines,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Critical_Result_Guidelines_20250330090734247335/content.md,"The document contains detailed procedural guidelines for communicating critical results in radiology, including timeframes, scenarios, and protocols, clearly making it substantive policy text."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/insulinpumpctpolicy/,20250330090753325902.md,True,260,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330090753325902,True,Radiology Policy for Insulin Pumps and Glucose Monitors,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Radiology_Policy_for_Insulin_Pumps_and_Glucose_Monitors_20250330090753325902/content.md,"The markdown includes detailed guidelines and recommendations for managing insulin pumps and glucose monitors during CT and X-ray imaging. It provides specific instructions for both physicians and radiologists, clearly indicating it is substantive policy text with an official title."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/intraosseousneedlecontrastinjection/,20250330090815040462.md,True,259,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330090815040462,True,YDR CT Intraosseous Iodinated Contrast Injection Policy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/YDR_CT_Intraosseous_Iodinated_Contrast_Injection_Policy_20250330090815040462/content.md,"The document contains the full text of a policy with detailed procedures, doses, and guidelines for administering iodinated contrast through an intraosseous line."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/suspectpeinpregnancypolicy/,20250330090833061036.md,True,264,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330090833061036,True,YDR Policy for Suspected Pulmonary Embolism in Pregnancy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/YDR_Policy_for_Suspected_Pulmonary_Embolism_in_Pregnancy_20250330090833061036/content.md,"The page contains actual policy text including guidelines, procedures, and consent information for managing suspected pulmonary embolism in pregnant patients, along with the official title clearly presented at the top."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium/,20250330090859770942.md,True,265,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/gadolinium/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines""]","[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]",20250330090859770942,True,Gadolinium Contrast Information,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Gadolinium_Contrast_Information_20250330090859770942/content.md,"The markdown contains substantive policy guidelines regarding the use of gadolinium contrast, including eGFR testing requirements and pregnancy testing. It is clearly meant to serve as clinical policy information."
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/glucophage/,20250330090924777700.md,True,54,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/coi/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses/""]","[""https://medicine.yale.edu/diagnosticradiology/facintranet/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops/""]",20250330090924777700,True,For Diabetic Patients on Glucophage or Glucovance,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/For_Diabetic_Patients_on_Glucophage_or_Glucovance_20250330090924777700/content.md,The document provides detailed guidance and procedures on how diabetic patients taking Metformin should manage their medication when undergoing CT scans with iodinated contrast. This is substantive policy text rather than just navigation or placeholder content.
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/powerinjection/,20250330091013727962.md,False,260,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]",[],20250330091013727962,False,,,"The document is primarily a navigational page with menus and links. It only displays a header with the name ""CTCVD Power Injection Contrast Injection Policy"" and a link, but does not include any substantive policy guidelines, procedures, or rules in the text."
https://your.yale.edu/research-support/conflict-interest-office/policies-procedures-guidance,20250330091033511769.md,False,63,[],[],20250330091033511769,True,Yale University Policy on Conflict of Interest,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Yale_University_Policy_on_Conflict_of_Interest_20250330091033511769/content.md,"The markdown provides substantive policy text, including detailed guidelines and procedures on conflict of interest. The official title is clearly identified as 'Yale University Policy on Conflict of Interest.'"
https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines,20250330091043162934.md,True,251,"[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/appprocess"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/statement"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/vascir/eeostatementir""]","[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/voluntarylist"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/benefits"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/contacts""]",20250330091043162934,True,Guidelines for Appointment,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Guidelines_for_Appointment_20250330091043162934/content.md,"The content provides detailed guidelines for the voluntary faculty appointment process, including service point requirements, evaluation criteria, and appointment levels, which qualifies as substantive policy text."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy/,20250330091120279688.md,True,261,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/pregnantpatientpolicy/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330091120279688,True,Policy Regarding Testing for Pregnancy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Policy_Regarding_Testing_for_Pregnancy_20250330091120279688/content.md,"The document contains explicit policy guidelines regarding pregnancy testing for CT and MRI, including age criteria, waiver options, and instructions for documentation. The header clearly identifies it as a policy, making it substantive policy text."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/,20250330091141367309.md,True,277,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy/"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines/"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify/""]",[],20250330091141367309,False,,,The document is primarily a navigational page that lists links to various contrast policy documents rather than providing substantive policy text or detailed guidelines in itself.
https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines/,20250330091203640404.md,True,251,"[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]","[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/appprocess"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/statement"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/vascir/eeostatementir""]",20250330091203640404,True,Guidelines for Appointment,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Guidelines_for_Appointment_20250330091203640404/content.md,"The content contains substantive policy text outlining guidelines for voluntary faculty appointments, including service points, evaluation methods, and appointment levels. It is clearly intended as an official policy document."
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses/,20250330091229868499.md,True,59,"[""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/grandroundsexpenses/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/guidelines/contrast/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/coi/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway/""]","[""https://support.microsoft.com/en-us/help/17621/internet-explorer-downloads"", ""https://medicine.yale.edu/"", ""https://medicine.yale.edu/ysm/about/"", ""https://medicine.yale.edu/ysm/faculty/"", ""https://medicine.yale.edu/ysm/myysm/"", ""https://medicine.yale.edu/ysm/edu/"", ""https://medicine.yale.edu/ysm/edu/residency-fellowships/"", ""https://yalemedicine.org"", ""https://medicine.yale.edu/diagnosticradiology/facintranet"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/development/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/development/cv/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/development/courses/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/sops/outsidereads/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/meetings/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/volunteers/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/volunteers/studentsforresearch/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/volunteers/studentsforresearch/highschoolstudents/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/volunteers/studentsforresearch/collegestundentsresearch/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/volunteers/studentsforresearch/medstudentsforresearch/"", ""https://medicine.yale.edu/ysm"", ""https://medicine.yale.edu/ysm/research/"", ""https://medicine.yale.edu/ysm/alumni/"", ""https://medicine.yale.edu/maps/"", ""https://medicine.yale.edu/calendar/"", ""https://twitter.com/yaleradiology"", ""https://facebook.com/yaleradiology""]",20250330091229868499,True,Grand Rounds Allowable Expenses,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Grand_Rounds_Allowable_Expenses_20250330091229868499/content.md,"The document contains substantive policy guidelines, including detailed reimbursement limits and procedures for hotels, transportation, honorarium, and meeting arrangements for Grand Rounds. The title 'Grand Rounds Allowable Expenses' is prominently displayed, confirming it as policy text."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/myastheniagravis/,20250330091317022547.md,True,259,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]",[],20250330091317022547,True,Low-Osmolar Iodinated Contrast and Myasthenia Gravis,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Low-Osmolar_Iodinated_Contrast_and_Myasthenia_Gravis_20250330091317022547/content.md,"The document includes substantive policy text regarding the use of low-osmolar iodinated contrast in patients with Myasthenia Gravis, with a clear title heading and descriptive guidelines."
https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication/,20250330091341791054.md,True,260,"[""https://medicine.yale.edu/diagnosticradiology/patientcare/policies/premedication/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]",[],20250330091341791054,True,Pre-Medication Policy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Pre-Medication_Policy_20250330091341791054/content.md,"The document includes detailed procedural guidelines, tables, and regimens for pre-medicating patients before contrast imaging, clearly constituting substantive policy text."
https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy,20250330091409092006.md,True,267,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy/""]",[],20250330091409092006,True,Residents Wellbeing Policy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Residents_Wellbeing_Policy_20250330091409092006/content.md,"The document contains detailed policy text outlining guidelines and procedures for resident wellbeing, including various structured sections and explicit policy points. The header clearly identifies it as the 'Residents Wellbeing Policy'."
https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy/,20250330091420666038.md,True,267,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330091420666038,True,Residents Wellbeing Policy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Residents_Wellbeing_Policy_20250330091420666038/content.md,The markdown content is a complete policy document outlining the well-being supports and guidelines for radiology residents. The official title 'Residents Wellbeing Policy' is clearly stated at the beginning.
https://medicine.yale.edu/diagnosticradiology/facintranet/policies/timeaway/,20250330091433201666.md,True,59,"[""https://medicine.yale.edu/oapd/"", ""https://medicine.yale.edu/diagnosticradiology/facintranet/SOPs/SOP_Parental_Leave_Oct_2018_332434_284_43076_v4.pdf""]",[],20250330091433201666,True,School of Medicine Sabbatical and Triennial Leave Policy,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/School_of_Medicine_Sabbatical_and_Triennial_Leave_Policy_20250330091433201666/content.md,"The document contains substantive policy content regarding leave of absence options, detailing eligibility, deadlines, and process instructions for sabbatical and triennial leaves. The official title is clearly indicated in the header."
https://medicine.yale.edu/myysm/policies/,20250330091451747445.md,False,229,[],[],20250330091451747445,False,,,The content is a navigation/index page with links to various policies and documents rather than containing substantive policy text or a specific policy title.
https://medicine.yale.edu/diagnosticradiology/quality-safety/,20250330091502044038.md,True,293,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/appprocess""]",[],20250330091502044038,False,,,The markdown content is a navigation page listing links to various policies and guidelines rather than including any substantive policy text itself.
https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify,20250330091528832106.md,True,250,"[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines/"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/statement/"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/vascir/eeostatementir/""]","[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/appprocess/"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/benefits/""]",20250330091528832106,True,Voluntary Faculty Guidelines Clarification,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Voluntary_Faculty_Guidelines_Clarification_20250330091528832106/content.md,"The document presents substantive policy text outlining guidelines for voluntary faculty appointments and clarifies specific criteria. It includes detailed policy sections and excerpts from the Yale Faculty Handbook, making it a genuine policy document."
https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify/,20250330091600898536.md,True,250,"[""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify/"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy""]",[],20250330091600898536,True,Voluntary Faculty Guidelines Clarification,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Voluntary_Faculty_Guidelines_Clarification_20250330091600898536/content.md,"The document contains substantive policy text detailing the guidelines for voluntary faculty appointments, including aspects of departmental service and clarifications from the Yale Faculty Handbook. The title is clearly stated at the top of the document."
https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/statement,20250330091623375396.md,True,248,"[""https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/statement"", ""https://medicine.yale.edu/diagnosticradiology/education/residency/wellbeing-policy"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/apptguidelines"", ""https://medicine.yale.edu/diagnosticradiology/people/voluntaryfac/guideclarify""]","[""https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/selection""]",20250330091623375396,True,Yale University Equal Opportunity Statement,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Yale_University_Equal_Opportunity_Statement_20250330091623375396/content.md,"The content includes substantive policy text regarding non-discrimination, affirmative action, and related contact details, with a clear title. This confirms it is an official policy statement."
https://medicine.yale.edu/diagnosticradiology/education/residency/drresidency/requirements/selection,20250330091652391262.md,False,248,[],[],20250330091652391262,True,Selection Procedure,/Users/pouria/Documents/Coding/YDR Policy Scraping/data/processed/scraped_policies/Selection_Procedure_20250330091652391262/content.md,"The content outlines the application review and interview process for the residency program, including deadlines and procedures, making it substantive policy text."
